Model,Questions,Recall@5,Precision@5,MRR,ROUGE-L,Medical Accuracy,Avg Latency (s),Exact Match %,Disclaimer %
baseline,12,1.7083333333333333,0.7666666666666667,0.861111111111111,0.1294648252102357,0.3625,14.389028747876486,0.0,0.0
